,年化收益率,季度胜率,夏普比率,卡玛比率,short_p,long_p
绩效数据,0.057436271175633324,0.5476190476190477,0.07800882389851294,0.1294203662523886,90,170
绩效数据,0.06048401812498172,0.5238095238095238,0.09172216798056246,0.12952129938000875,90,180
绩效数据,0.07874102586090181,0.5238095238095238,0.17379453772511663,0.1679658311044696,90,190
绩效数据,0.10421404954292846,0.5714285714285714,0.28828573119433337,0.21327058636722898,90,200
绩效数据,0.10348266368294845,0.5714285714285714,0.2863299757912455,0.181223856172655,90,210
绩效数据,0.10049536287175753,0.5952380952380952,0.2730766184099964,0.17581898843758778,90,220
绩效数据,0.0947795798001636,0.5952380952380952,0.24732531356088214,0.16591449449553958,90,230
绩效数据,0.02791598823655317,0.47619047619047616,-0.053701861998056065,0.05708055203124152,95,100
绩效数据,0.027798499338352434,0.5,-0.05427771739040324,0.047244491049377876,95,110
绩效数据,0.02666799708194456,0.47619047619047616,-0.05934417033661634,0.05499842905463575,95,120
绩效数据,0.024014254587458206,0.47619047619047616,-0.07117500403615919,0.05293483492556595,95,130
绩效数据,0.014026502657716655,0.47619047619047616,-0.11581880942806048,0.030296257648627034,95,140
绩效数据,0.046894875015996096,0.4523809523809524,0.030767110947278454,0.09762214829096172,95,150
绩效数据,0.05058102041935886,0.5,0.047245214376401695,0.11397352324762568,95,160
绩效数据,0.0651703325048143,0.5476190476190477,0.11261623898602738,0.13901760794763923,95,170
绩效数据,0.0898963261953245,0.5476190476190477,0.22347187689451636,0.20572581260349676,95,180
绩效数据,0.0779061992017045,0.5238095238095238,0.17004837579884352,0.15943244560845393,95,190
绩效数据,0.0825528122450725,0.5476190476190477,0.19100303063322158,0.15541557728578476,95,200
绩效数据,0.10263644547156692,0.5952380952380952,0.28251102171247106,0.1683652804580367,95,210
绩效数据,0.11218526404935414,0.5952380952380952,0.32588108883504185,0.19638366633236654,95,220
绩效数据,0.11399676502752931,0.5952380952380952,0.33414952281229016,0.21297182750529156,95,230
绩效数据,-0.004761913458178668,0.4523809523809524,-0.19910189688513058,-0.008614030455305998,100,110
绩效数据,0.022219897579780712,0.47619047619047616,-0.07914242013249524,0.05402764841363873,100,120
绩效数据,0.03306431927901077,0.5238095238095238,-0.0308816350934941,0.07706714028078122,100,130
绩效数据,0.0505099397403741,0.5238095238095238,0.04687268833682104,0.10385368959387417,100,140
绩效数据,0.0628706792659941,0.5,0.10206607893400248,0.12789206145421667,100,150
绩效数据,0.06292797710525089,0.5238095238095238,0.10238331710363052,0.13475482639373643,100,160
绩效数据,0.10232697889617759,0.5714285714285714,0.27894379291007926,0.23417309444812281,100,170
绩效数据,0.07942899210610554,0.5238095238095238,0.17657670287805843,0.14953461094398116,100,180
绩效数据,0.06536264626936505,0.5238095238095238,0.11376728122712239,0.11446623410154226,100,190
绩效数据,0.06789124645141809,0.5714285714285714,0.1251792395201828,0.1113691018518881,100,200
绩效数据,0.1121945506313542,0.6190476190476191,0.325650910008172,0.1963999227724284,100,210
绩效数据,0.1221098072586344,0.6190476190476191,0.3707227983768001,0.22812883156737,100,220
绩效数据,0.10878281395247069,0.5952380952380952,0.31058885604249187,0.19756237459433654,100,230
绩效数据,-0.010663550657599052,0.47619047619047616,-0.22535058598221439,-0.019546753847609063,105,110
绩效数据,0.007212571506570065,0.47619047619047616,-0.14593572581869138,0.015423789428365354,105,120
绩效数据,0.02849266131534911,0.5,-0.051236257526431205,0.055640363679958005,105,130
绩效数据,0.037799093049486476,0.5476190476190477,-0.009815035340387421,0.07657559375567086,105,140
绩效数据,0.042519153402454046,0.47619047619047616,0.011240991030154317,0.08408306769863076,105,150
绩效数据,0.050398347442068836,0.5476190476190477,0.0464295019453055,0.11131259662571856,105,160
绩效数据,0.1104593616501659,0.5952380952380952,0.31536421626119,0.22605140988381486,105,170
绩效数据,0.08271769928017414,0.5476190476190477,0.19130953729224415,0.14485924408759956,105,180
绩效数据,0.06958673976978957,0.5476190476190477,0.132718883714038,0.12174362921209382,105,190
绩效数据,0.10021807594054688,0.6190476190476191,0.27033614423886243,0.17543474495297054,105,200
绩效数据,0.12423577047177736,0.6190476190476191,0.38001228959103517,0.23210061331576212,105,210
绩效数据,0.12556148228955832,0.6190476190476191,0.3863210006771501,0.2280344081699173,105,220
绩效数据,0.13233434536757227,0.6190476190476191,0.41703720629944746,0.287160390335585,105,230
绩效数据,0.022012802021422306,0.5,-0.08006417809909633,0.04955526004624346,110,120
绩效数据,0.017638696720655878,0.47619047619047616,-0.09955923478843585,0.032917091376333286,110,130
绩效数据,0.03964618663732433,0.5238095238095238,-0.001577859718354768,0.07875063410298347,110,140
绩效数据,0.05908964105935999,0.5238095238095238,0.08519017107292702,0.12546898353634253,110,150
绩效数据,0.07252231933653164,0.5714285714285714,0.14523586948662306,0.1659657708923619,110,160
绩效数据,0.09078194327629885,0.6190476190476191,0.22725111409452184,0.15898173902619592,110,170
绩效数据,0.08382687326547811,0.5714285714285714,0.1962786662353591,0.14665707591135224,110,180
绩效数据,0.09161445613373154,0.6190476190476191,0.2315696238420048,0.16037385067501228,110,190
绩效数据,0.1211045593025506,0.6190476190476191,0.3641749914112861,0.21935727749784256,110,200
绩效数据,0.1243516824676858,0.5952380952380952,0.3805356674613732,0.2258372695143815,110,210
绩效数据,0.14539602076060065,0.6190476190476191,0.47598183359530116,0.3001597072981281,110,220
绩效数据,0.1613159003616036,0.6428571428571429,0.5481219050207137,0.3634128706168452,110,230
绩效数据,0.015295780276889603,0.5,-0.10996022997424909,0.034798156281421806,115,120
绩效数据,0.015357244476025711,0.47619047619047616,-0.10971611286392176,0.028070444891039655,115,130
绩效数据,0.04197642461279383,0.5238095238095238,0.008814132553594058,0.08699667843497083,115,140
绩效数据,0.06447397223277695,0.5,0.10922233513763603,0.13801802145906378,115,150
绩效数据,0.06006424102450647,0.5476190476190477,0.08959383037859991,0.12291947159890686,115,160
绩效数据,0.06759127410512944,0.5952380952380952,0.12344996801263189,0.11087702588432614,115,170
绩效数据,0.08110381630849028,0.5476190476190477,0.18407948661228085,0.14197466071124148,115,180
绩效数据,0.106483360697744,0.5952380952380952,0.2983190973242315,0.19893508312474603,115,190
绩效数据,0.12357695495934862,0.6190476190476191,0.3752859293534884,0.22400029941496102,115,200
绩效数据,0.12464535092369489,0.5952380952380952,0.38186165947318057,0.24365491136508519,115,210
绩效数据,0.1468118488351442,0.6190476190476191,0.48238391349660004,0.3114226970392188,115,220
绩效数据,0.17217316931885662,0.6190476190476191,0.5972596557010487,0.3878721537375414,115,230
绩效数据,0.04118763923178448,0.5238095238095238,0.005288259144541234,0.07619547341558604,120,130
绩效数据,0.03689315834230511,0.5238095238095238,-0.013855028070419554,0.07316854426178906,120,140
绩效数据,0.04443702359377033,0.5238095238095238,0.019799132220968373,0.09093889086762642,120,150
绩效数据,0.06137087000621366,0.5476190476190477,0.09542919041317384,0.10747564203867131,120,160
绩效数据,0.0825577983014385,0.5714285714285714,0.1904349689070178,0.14443679957170008,120,170
绩效数据,0.10150374345574087,0.5952380952380952,0.275486160316136,0.18385422438692475,120,180
绩效数据,0.11125944270777266,0.6190476190476191,0.3197645506760835,0.20167310715400874,120,190
绩效数据,0.12536850854802184,0.6190476190476191,0.3833377311793909,0.22768394517648027,120,200
绩效数据,0.1478797104626859,0.6190476190476191,0.48680567244191797,0.3208932288985656,120,210
绩效数据,0.17329062989853772,0.6190476190476191,0.6021657349916593,0.39038957177353645,120,220
绩效数据,0.18377413815014987,0.6428571428571429,0.6497825719476359,0.4140068458259617,120,230
绩效数据,0.004751768245693233,0.47619047619047616,-0.1569298069390802,0.008721402434444582,125,130
绩效数据,0.043161759848852066,0.5476190476190477,0.014100382755852217,0.08762280790055743,125,140
绩效数据,0.03782150445769816,0.5238095238095238,-0.009720673673543824,0.07120352159124534,125,150
绩效数据,0.04448454865334073,0.5238095238095238,0.0200232312467954,0.07297265094925494,125,160
绩效数据,0.07674078545314633,0.5714285714285714,0.164397978296026,0.13900095807287802,125,170
绩效数据,0.08664224267778642,0.5952380952380952,0.20889206830087692,0.15705103195164694,125,180
绩效数据,0.1084555296602212,0.5714285714285714,0.3071741983989843,0.2120072852343431,125,190
绩效数据,0.12253423157090748,0.5952380952380952,0.37059977414542117,0.2529631752638118,125,200
绩效数据,0.13343587623162523,0.6190476190476191,0.42155845381956786,0.2830490916608945,125,210
绩效数据,0.18161856685867428,0.6428571428571429,0.639859877046117,0.4091507693381612,125,220
绩效数据,0.1919566847377958,0.6904761904761905,0.6868412288855305,0.4324405075896616,125,230
绩效数据,0.026276953775643985,0.5238095238095238,-0.061195339073470335,0.050499718848592105,130,140
绩效数据,0.04819026087113287,0.5476190476190477,0.03654779135604108,0.07905151771026515,130,150
绩效数据,0.043946473939250774,0.5714285714285714,0.017620710167646558,0.07688538428641585,130,160
绩效数据,0.07706495468689512,0.5952380952380952,0.16584889241197312,0.14397482448135263,130,170
绩效数据,0.07170393399624642,0.5714285714285714,0.14197297152649613,0.14016580283911823,130,180
绩效数据,0.130560650640553,0.5952380952380952,0.4064557203362007,0.28331154165815137,130,190
绩效数据,0.12967039977718176,0.6190476190476191,0.40267317713988354,0.2921218064147876,130,200
绩效数据,0.16296479204637748,0.6190476190476191,0.5549786835452811,0.36712749799800704,130,210
绩效数据,0.18288901977917615,0.6428571428571429,0.645611144208688,0.41201284890866946,130,220
绩效数据,0.21193685700110954,0.6428571428571429,0.7773766958263323,0.4774518904809552,130,230
绩效数据,0.022836529820612794,0.5714285714285714,-0.0765362386238877,0.03999243784807226,135,140
绩效数据,0.04360851944609179,0.5238095238095238,0.016102066875638026,0.07629412499417396,135,150
绩效数据,0.03872998876890943,0.5238095238095238,-0.005670353008568688,0.07015181709753397,135,160
绩效数据,0.06947065113233597,0.5714285714285714,0.1318604910255805,0.12592515052110334,135,170
绩效数据,0.07276628264135909,0.5714285714285714,0.14673144012777162,0.15022079685912426,135,180
绩效数据,0.14704005278275067,0.6190476190476191,0.4805076012619401,0.331252204882779,135,190
绩效数据,0.12120346481495825,0.5952380952380952,0.3646191989222522,0.27304747379754135,135,200
绩效数据,0.1845139558082567,0.6428571428571429,0.652421568211053,0.4156735089277572,135,210
绩效数据,0.20883742092568092,0.6666666666666666,0.7631349323963674,0.47046947300728964,135,220
绩效数据,0.22181183653927938,0.6666666666666666,0.8221478212183416,0.49969826950003815,135,230
绩效数据,0.05595010007629142,0.5476190476190477,0.07117816370186125,0.10134268849289002,140,150
绩效数据,0.03428354733540262,0.5238095238095238,-0.025522307215015524,0.06214366481730683,140,160
绩效数据,0.05537790190188141,0.5714285714285714,0.06879893356830061,0.10825191376570044,140,170
绩效数据,0.08951391302235434,0.5952380952380952,0.2217584798286439,0.1898802067894296,140,180
绩效数据,0.14836513892933056,0.6190476190476191,0.4864635018831638,0.33423736232394735,140,190
绩效数据,0.16658943105449842,0.6190476190476191,0.5687076875722413,0.37529309397421423,140,200
绩效数据,0.18739287977003727,0.6428571428571429,0.6654450770872603,0.42215915615095817,140,210
绩效数据,0.21582576474805504,0.6666666666666666,0.7948049527598946,0.48621283174411356,140,220
绩效数据,0.22568498645991109,0.6904761904761905,0.8397125788803552,0.5084237114919994,140,230
绩效数据,0.00785526320182739,0.5,-0.14341686292086606,0.014675414334996638,145,150
绩效数据,0.020889841582193647,0.5476190476190477,-0.08531658066888366,0.03793840734512416,145,160
绩效数据,0.09404567512873219,0.5714285714285714,0.24186326323598828,0.20407546283111813,145,170
绩效数据,0.12008593767102371,0.5952380952380952,0.35878320100101296,0.2705299058054267,145,180
绩效数据,0.16392010613015628,0.6190476190476191,0.5563966217282414,0.3692796319956379,145,190
绩效数据,0.17050707586407277,0.6190476190476191,0.586337210661039,0.3841187741651514,145,200
绩效数据,0.21100326002991543,0.6666666666666666,0.7723024083790352,0.4753486808497886,145,210
绩效数据,0.20583980615598807,0.6904761904761905,0.7495525430139844,0.46371643883015323,145,220
绩效数据,0.22594881972141945,0.6904761904761905,0.8409091589733496,0.5090180757345449,145,230
绩效数据,0.0586603728766395,0.5238095238095238,0.08332435574996916,0.12110015295152021,150,160
绩效数据,0.10819881437344026,0.5952380952380952,0.30523998739290026,0.22951530721787647,150,170
绩效数据,0.14271834613413525,0.6190476190476191,0.46028825142096236,0.32151625315318094,150,180
绩效数据,0.15956428826135904,0.6190476190476191,0.5368100626515218,0.35946683442245775,150,190
绩效数据,0.16400985359146136,0.6190476190476191,0.5571005883909448,0.3694818153047247,150,200
绩效数据,0.19163214439920373,0.6190476190476191,0.6846246444186191,0.43170938228946265,150,210
绩效数据,0.2145481761960515,0.6666666666666666,0.7890144404673869,0.48333467700480953,150,220
绩效数据,0.208823983114647,0.6904761904761905,0.7632670795890231,0.4704392002724154,150,230
绩效数据,0.059154782026870745,0.5714285714285714,0.08553230932461349,0.12548130077880504,155,160
绩效数据,0.13848591510299801,0.6190476190476191,0.4409346740115306,0.3119814217616963,155,170
绩效数据,0.1390908687008987,0.6190476190476191,0.44401504082904153,0.3133442627656531,155,180
绩效数据,0.1755222320860872,0.6666666666666666,0.608580195078927,0.3954169308573854,155,190
绩效数据,0.17428963472288572,0.6190476190476191,0.6033608388983054,0.3926401323826428,155,200
绩效数据,0.1957770903217555,0.6190476190476191,0.7033803322926445,0.4410471270058208,155,210
绩效数据,0.2029951159676744,0.6666666666666666,0.7366646011485278,0.457307913538887,155,220
绩效数据,0.21440129183775491,0.6904761904761905,0.7885483817437111,0.4830037755488617,155,230
绩效数据,0.16600008222404816,0.6428571428571429,0.5643037812645614,0.37396540743005763,160,170
绩效数据,0.12826546443190723,0.6190476190476191,0.3954608630827245,0.28895676449571583,160,180
绩效数据,0.17196259531818225,0.6428571428571429,0.5925676478761774,0.38739777209325965,160,190
绩效数据,0.16892279406078026,0.6190476190476191,0.5792075036842543,0.38054970008931666,160,200
绩效数据,0.18493541776344458,0.6666666666666666,0.6543279111167868,0.4166229794923284,160,210
绩效数据,0.19288470451509454,0.6904761904761905,0.6908699615986372,0.43453115290423633,160,220
绩效数据,0.20077876244207293,0.6666666666666666,0.7268081850255415,0.4523149066794569,160,230
绩效数据,0.13425071154798207,0.6190476190476191,0.4219531258944859,0.3024403444213662,165,170
绩效数据,0.11934780182026095,0.5952380952380952,0.3554736583160487,0.2688670314834934,165,180
绩效数据,0.1369854731543303,0.6190476190476191,0.4353221202567627,0.3086012223235937,165,190
绩效数据,0.16982817265044092,0.6428571428571429,0.5832818350373524,0.38258933927879535,165,200
绩效数据,0.15485764879622543,0.6190476190476191,0.5183363446404929,0.3488637050647896,165,210
绩效数据,0.19314615496725995,0.6904761904761905,0.6920539187153599,0.435120149147833,165,220
绩效数据,0.195284571547097,0.6904761904761905,0.7019161323399142,0.43993757945762446,165,230
绩效数据,0.10344730433707006,0.5952380952380952,0.28419669565277744,0.23304635031288704,170,180
绩效数据,0.16806912766504967,0.6666666666666666,0.575055598041933,0.3786265582618451,170,190
绩效数据,0.15711465093352928,0.6904761904761905,0.52607971098182,0.3539482852200467,170,200
绩效数据,0.15151509154850573,0.6190476190476191,0.5032314705520984,0.34133358359584576,170,210
绩效数据,0.17559793248031208,0.6428571428571429,0.6126078823316663,0.3955874688980275,170,220
绩效数据,0.16684510124343177,0.6190476190476191,0.5731436600246788,0.37586906842610135,170,230
绩效数据,0.11548696179999762,0.5952380952380952,0.33816428891791067,0.2601693212663903,175,180
绩效数据,0.15266403032044007,0.6666666666666666,0.505787362208438,0.3439219157834087,175,190
绩效数据,0.150850736820191,0.6666666666666666,0.49790456216545287,0.33983692357421424,175,200
绩效数据,0.1391685725484626,0.6428571428571429,0.44745111628034173,0.31351931419107315,175,210
绩效数据,0.12896112347972433,0.5952380952380952,0.40168500534290935,0.2905239469679403,175,220
绩效数据,0.14721158909966214,0.5952380952380952,0.4843135001743948,0.33163864233379303,175,230
绩效数据,0.1541543560209997,0.6190476190476191,0.5124871244861439,0.34727932531204425,180,190
绩效数据,0.1359067501862925,0.6190476190476191,0.4307072330006334,0.306171072477632,180,200
绩效数据,0.09576174344144661,0.5714285714285714,0.2514879736663753,0.21573229918018236,180,210
绩效数据,0.1432977199021399,0.6190476190476191,0.4664937801057073,0.3228214678512899,180,220
绩效数据,0.1270876702857282,0.5952380952380952,0.39331741585871843,0.28630342684766535,180,230
绩效数据,0.14909772944395172,0.6190476190476191,0.4897561707711013,0.33588774409851696,185,190
绩效数据,0.1170605732850345,0.6190476190476191,0.34600216974625864,0.2637143572221205,185,200
绩效数据,0.0964701471354601,0.5952380952380952,0.2546845479649892,0.21732819282377203,185,210
绩效数据,0.1135015343092387,0.5476190476190477,0.331827461857394,0.25569654516557894,185,220
绩效数据,0.10633048690192637,0.5714285714285714,0.29950815860636265,0.23954159132792752,185,230
绩效数据,0.12574268062837368,0.6190476190476191,0.3850191965673311,0.2832734307268025,190,200
绩效数据,0.09709156897988303,0.5952380952380952,0.2574886270030312,0.21872813353537898,190,210
绩效数据,0.10008388458610717,0.5476190476190477,0.2712179983816822,0.22146870342225272,190,220
绩效数据,0.10390333841649313,0.5476190476190477,0.28854203662636196,0.23407370504686412,190,230
绩效数据,0.13544093421096326,0.6428571428571429,0.42861310216770493,0.3051216810636787,195,200
绩效数据,0.09789985555862324,0.5476190476190477,0.26113596725550614,0.22054904359571792,195,210
绩效数据,0.08393482665717178,0.5476190476190477,0.19829375548130207,0.18908859096862102,195,220
绩效数据,0.08934897935198305,0.5238095238095238,0.22279604301709538,0.19636848114355554,195,230
绩效数据,0.08296641325080722,0.5238095238095238,0.19375959454381492,0.18690694678375216,200,210
绩效数据,0.07421955149683201,0.5238095238095238,0.15443351927805113,0.15869523627999377,200,220
绩效数据,0.0767917885374505,0.5238095238095238,0.1660872608867542,0.15566068443380296,200,230
绩效数据,0.08924842782536913,0.5476190476190477,0.22210018214806013,0.20105908519466498,205,210
绩效数据,0.09281680380915902,0.5476190476190477,0.23839908504704613,0.2039899607224716,205,220
绩效数据,0.08352875703032359,0.5476190476190477,0.19651002000277232,0.16862610500606828,205,230
绩效数据,0.08879109870919244,0.5476190476190477,0.2202207101845307,0.17755903531146233,210,220
绩效数据,0.10455111090335878,0.5476190476190477,0.2914686511230002,0.23553300855278456,210,230
绩效数据,0.10684422475892497,0.5476190476190477,0.3017531264590477,0.21800284254608746,215,220
绩效数据,0.10027617041730208,0.5238095238095238,0.2721551911031201,0.2259024117531412,215,230
绩效数据,0.12156400964201608,0.5476190476190477,0.36834922228274497,0.27385971010092774,220,230
绩效数据,0.133470801784364,0.5952380952380952,0.42217507248597047,0.29379607761988435,225,230
